cfbref_id,pfr_id,av,predicted_av,comp_1,comp_2,comp_3
james-washington-5,WashJa00,12,14.159860577305155,roscoe-parrish-1,dwayne-bowe-1,terance-mathis-1
james-williams-5,WillJa01,4,14.270421433453821,chris-henry-3,doug-gabriel-1,jerricho-cotchery-1
jamison-crowder-1,CrowJa00,22,12.453530417780039,jerome-pathon-1,kendall-newson-1,antonio-brown-1
jammi-german-1,GermJa00,3,11.055957760943864,kevin-white-6,malcolm-kelly-1,vance-mcdonald-1
jared-abbrederis-1,AbbrJa00,1,12.383877547870258,aaron-cox-1,terance-mathis-1,quincy-morgan-1
jarett-dillard-1,DillJa00,4,13.093506485430622,ryan-thelwell-1,darius-watts-1,torrey-smith-1
jarius-wright-1,WrigJa02,18,15.115447957050074,craphonso-thorpe-1,peter-warrick-1,denarius-moore-1
jarvis-landry-1,LandJa00,33,13.087736560020907,derek-hill-1,michael-campanaro-1,lance-kendricks-1
jason-avant-1,AvanJa00,12,12.089272663045836,ed-mccaffrey-1,courtney-taylor-1,daesean-hamilton-1
jason-hill-1,HillJa00,7,13.882221976060512,charles-rogers-1,golden-tate-1,devante-parker-1
jason-mcaddley-1,McAdJa00,4,12.525385154198887,fred-coleman-1,tommy-kane-1,chris-sanders-1
jason-phillips-2,PhilJa00,5,14.180469353394702,wane-mcgarity-1,andre-hastings-1,isaac-byrd-1
jason-tucker-1,TuckJa00,6,13.16990741691019,charles-wilson-4,odell-beckham-jr-1,brian-manning-1
javon-walker-1,WalkJa00,26,13.365571764884177,andre-davis-1,ricky-proehl-1,quincy-enunwa-1
jeff-campbell-1,CampJe00,6,15.896804791808611,kelvin-martin-1,freddie-mitchell-1,torry-holt-1
jeff-graham-2,GrahJe00,22,14.322832881284707,olabisi-johnson-1,frank-sanders-1,brandon-lloyd-1
jeff-webb-2,WebbJe00,2,11.20579396553445,donnie-avery-1,mercury-hayes-1,brandon-stokley-1
jeremy-kerley-1,KerlJe00,18,13.353269618412334,muhsin-muhammad-1,brice-hunter-1,hines-ward-1
jeremy-maclin-1,MaclJe00,29,15.82437927948753,jaelen-strong-1,sammie-stroughter-1,peerless-price-1
jerome-pathon-1,PathJe00,17,14.67019030132774,charles-e-johnson-1,carl-pickens-1,adrian-arrington-1
jerrel-jernigan-1,JernJe00,2,14.165159573166722,jamison-crowder-1,antonio-brown-1,kendall-newson-1
jerricho-cotchery-1,CotcJe00,23,14.066431749496182,markus-wheaton-1,kevin-lee-1,reggie-rembert-2
